Occ_Industry_or_other,%Time_invested_in_work,trans_Car,Occ_Public_Sector,Issue_Financial,Married,Number_of_valued_Kneset_members,Looking_at_poles_results,Yearly_ExpensesK,Last_school_grades,Issue_Social,Issue_Education,Occupation_Satisfaction,Phone_minutes_10_years,Occ_Hightech,Avg_Residancy_Altitude,Vote
1,1.2410047665110537,1,0,0,1.0,-1.4055426405627778,0.0,-1.280873853982156,-1.3255800354718927,0,0,8.0,-0.3841543979148824,0,0.6506608387313403,Oranges
1,-1.155352193946958,0,0,1,1.0,-1.033206576103415,1.0,0.13310223071909563,-0.7951879882802817,0,0,10.0,-0.8019504677429719,0,0.39905042444218936,Yellows
1,0.08886678193118305,0,0,0,0.0,-0.28853444718468974,1.0,1.15447325737081,-1.855972082663504,0,0,7.0,0.3319425018605318,0,-0.8169664942583623,Reds
0,-0.03820752613981881,1,1,0,0.0,-0.6608705116440524,1.0,0.9985273396430118,0.26559610610294054,0,0,3.0,0.9182716958558189,0,-1.3234900848380735,Pinks
0,-0.8888912452033935,0,0,0,1.0,0.8284737461933983,0.0,1.6571870943910931,1.326380200486163,0,1,3.0,-0.4936719290491006,0,-1.7204220271892163,Purples
0,0.009745714133120956,0,1,0,1.0,0.08380161727467292,1.0,-0.5978008405482532,0.26559610610294054,0,0,8.0,-0.8929577023027091,0,1.440020957068069,Khakis
0,0.995734620165742,1,1,0,0.0,-0.28853444718468974,1.0,1.480315526361162,0.26559610610294054,0,0,2.0,2.6732071541762474,0,0.18767365635201946,Khakis
0,-0.6582446872632285,0,0,0,1.0,0.8284737461933983,1.0,-1.1842172787770668,-0.2647959410886706,0,0,9.0,-0.861181640940715,0,1.793416491218822,Khakis
0,-1.3138132608167248,0,0,0,1.0,0.08380161727467292,1.0,-0.9565262742990993,0.7959881532945516,0,0,1.0,-1.0314214855986779,0,1.656201742614834,Khakis
0,0.9444419691501729,0,0,0,1.0,0.8284737461933983,0.0,0.26513311953017094,0.26559610610294054,0,0,4.0,-0.5992536732873013,0,-0.8815204788313545,Purples
0,-0.42499117920687646,0,0,1,1.0,0.4561376817340356,1.0,-0.39253017567971354,-0.7951879882802817,0,0,3.0,-0.25214395500229847,0,-0.4851890386622859,Purples
1,-0.9257211825786248,0,0,0,1.0,-2.150214769481503,1.0,0.08327925380925591,-2.113033258909745,0,0,9.0,-0.48130537234174053,0,-0.17142664852843992,Greys
1,-0.9135609059012131,1,0,0,0.0,0.4561376817340356,1.0,1.3308465956316429,-0.2647959410886706,1,0,9.0,2.205523452694817,0,0.2777489836631714,Khakis
0,-0.6904056471815953,0,0,0,1.0,0.8284737461933983,0.0,-1.67447537156989,0.26559610610294054,0,0,2.0,-0.40872120429294684,1,0.28735701857636065,Purples
1,0.43430289518764664,0,0,0,1.0,0.8284737461933983,1.0,-1.3137570187426502,-0.2647959410886706,1,0,9.0,-0.11406559461338894,0,0.06997522866544745,Purples
0,-1.5223560171803243,0,1,1,1.0,-1.7778787050221405,0.0,-0.13942945297772769,-0.7951879882802817,0,0,8.0,-0.6619520313008366,0,-0.6377165929091699,Browns
0,-1.3624476382674078,0,0,1,0.0,-1.4055426405627778,1.0,-1.496607344001762,-0.7951879882802817,0,0,2.0,0.7929914391605966,0,0.18016737907609004,Pinks
0,-0.14311671850156138,1,1,0,1.0,-1.4055426405627778,0.0,0.771832794703241,-0.2647959410886706,1,0,6.0,-0.5919358838433585,0,-1.1868758384161597,Browns
0,-0.9098762390181127,0,0,0,1.0,-0.6608705116440524,1.0,1.113120186535643,-0.2647959410886706,1,0,1.0,-0.6803343648346768,0,-1.3925478357766232,Greens
0,-0.18238799615875045,1,1,0,1.0,0.08380161727467292,1.0,0.016276435710521252,0.26559610610294054,0,0,1.0,-0.2715727865880387,0,-1.7261267979189225,Purples
0,0.08787191078751848,0,0,0,1.0,0.4561376817340356,0.0,-1.6037267443579173,0.7959881532945516,0,0,3.0,-0.7357960395437756,0,0.24472136364908223,Greens
0,0.9042910655905129,0,0,0,0.0,0.4561376817340356,0.0,-1.1373836804818176,-0.2647959410886706,1,0,1.0,0.41150235600005663,0,1.1646907065869814,Blues
0,1.0057469376139372,1,1,0,1.0,1.200809810652761,0.0,-1.035246577816646,1.326380200486163,0,1,5.0,-1.0252361177530631,0,1.7036414149987071,Violets
1,-0.21993570443497373,0,0,1,1.0,-0.6608705116440524,1.0,-0.4563035861243084,-0.7951879882802817,0,0,1.0,-0.32950912332769955,0,-0.4467568990095277,Purples
0,-1.7582014617782864,0,0,0,1.0,0.8284737461933983,0.0,0.5032869491592048,0.7959881532945516,0,0,4.0,-0.8394036272783401,1,0.776466045875916,Khakis
0,-0.870149238477753,1,0,0,1.0,-0.6608705116440524,1.0,-1.5160383049965995,-0.2647959410886706,1,0,5.0,-0.530132724101294,0,0.1918771716265397,Purples
0,-0.24691835855389732,0,0,0,0.0,0.08380161727467292,0.0,1.2536209814213912,0.26559610610294054,0,0,5.453929539295393,2.6649416185787596,0,0.3242879027739333,Khakis
1,0.9330808666017734,0,0,0,1.0,1.200809810652761,1.0,-0.04177641823444182,1.326380200486163,0,1,6.0,-0.5060429272472965,0,-0.6965658067524558,Purples
0,0.9221332380781581,0,0,0,1.0,-1.033206576103415,1.0,1.1151131056120367,0.26559610610294054,0,0,10.0,-0.10713497076808741,0,-1.393748840140772,Browns
1,-1.2675563355717083,0,0,0,1.0,-0.28853444718468974,1.0,0.5640709809892093,0.26559610610294054,0,0,4.0,-1.0250772164797093,0,0.7398354127693809,Khakis
0,-0.6867802245857959,0,0,0,0.0,0.4561376817340356,1.0,0.4763825416278914,1.326380200486163,0,1,6.0,0.5851279669271147,0,0.7926796047919235,Khakis
0,0.009745714133120956,0,0,0,0.0,0.8284737461933983,0.0,-1.1448571270182935,0.26559610610294054,0,0,2.0,2.9227158340210235,0,1.7696966550268851,Khakis
0,0.04659657955207876,1,1,0,0.0,-1.033206576103415,0.0,1.497753568279606,-1.3255800354718927,0,0,6.0,0.05624213383590527,0,-1.0238394959829746,Reds
0,1.1776511371217544,0,1,0,1.0,-1.7778787050221405,0.0,1.5964030625610885,-1.855972082663504,0,0,3.0,-0.05072528898371429,0,-1.0832892120083348,Greys
0,-0.7505502884462074,0,1,0,0.0,-0.6608705116440524,0.0,1.6477207287782234,-1.3255800354718927,0,0,6.0,0.3152378452127647,0,-1.1142150743851638,Reds
0,0.15522938840234946,1,1,0,1.0,-0.6608705116440524,1.0,-0.7412910140485917,-2.386364129855115,0,0,7.0,-0.0961212569873073,0,0.3254889071380819,Greys
0,-0.30023825906698925,0,0,0,1.0,0.4561376817340356,0.0,0.5421488711488799,-0.2647959410886706,1,0,3.0,-0.7767124578677778,1,-1.0484600854480228,Greens
0,0.7842908369283274,1,1,0,0.0,0.4561376817340356,0.0,1.7244481132193767,0.7959881532945516,0,0,7.0,2.3877660376780683,0,0.04055062174380452,Khakis
1,-0.3193031904549644,1,0,0,0.0,0.4561376817340356,1.0,0.29751805452156677,0.7959881532945516,0,0,1.0,2.5574491020047407,0,0.9004697464742686,Khakis
1,0.43656820650902234,0,0,0,1.0,0.4561376817340356,1.0,0.016018234980972268,0.26559610610294054,0,0,9.0,-1.0273270839302098,0,1.0701116129102715,Khakis
0,0.428111472027049,0,0,1,1.0,-0.28853444718468974,0.0,-1.1483447354019822,-0.7951879882802817,0,0,7.0,-0.9803688956919452,0,1.7717984126641457,Khakis
0,1.6236939463342739,0,0,0,1.0,0.8284737461933983,0.0,1.006499015948586,-0.2647959410886706,1,0,5.0,-0.49952627506397274,1,-1.3282941022946684,Purples
0,-0.3136991272455413,0,0,0,0.0,-1.4055426405627778,0.0,1.5420960177293632,-2.386364129855115,0,0,9.0,0.18507505778416475,0,-1.0505618430852832,Oranges
0,0.25866043156078083,0,0,0,1.0,1.200809810652761,1.0,1.659678243236585,0.26559610610294054,0,0,5.0,-1.031861296437009,1,0.079583263578637,Khakis
0,1.2137577272664088,0,0,1,1.0,-0.28853444718468974,1.0,1.1305582284540872,-0.7951879882802817,0,0,10.0,-0.675104345486965,1,-0.20205225981423167,Yellows
0,0.9063237771114968,0,0,0,0.0,-0.6608705116440524,0.0,0.011035937289988295,-0.2647959410886706,1,0,8.0,2.1211792997513053,0,1.073114123820643,Khakis
0,-1.5737204088560572,0,0,0,1.0,0.8284737461933983,1.0,-0.7736759490399875,-0.2647959410886706,1,0,4.0,-1.0388099586988633,1,1.5460095922041912,Khakis
0,0.5241907820949996,0,0,1,0.0,-1.7778787050221405,1.0,1.1494909596798262,-0.7951879882802817,0,0,9.0,-0.018249843336504888,0,-1.414466165422337,Browns
0,-0.5455292420203233,1,0,0,0.0,1.9454819395714864,0.0,0.9302698612765313,1.326380200486163,0,1,1.0,2.072582021475238,0,0.5191508608570587,Khakis
0,1.5531362542063656,0,0,1,1.0,-0.6608705116440524,0.0,0.39018879157386865,-0.7951879882802817,0,0,10.0,-0.9980875643138354,1,0.8446230435413544,Violets
0,-0.8716226230071809,1,0,1,0.0,-1.7778787050221405,1.0,-0.6431397495362073,-0.7951879882802817,0,0,9.0,0.019859764100651562,0,-0.33416273987058775,Browns
0,-0.5192261871364694,0,0,1,1.0,-1.7778787050221405,0.0,-0.16234802235625398,-0.7951879882802817,0,0,1.0,-0.7914270602891824,0,-0.6239050427214599,Whites
0,1.1905057067161393,0,0,1,0.0,0.08380161727467292,1.0,-1.0561722281187786,-0.7951879882802817,0,0,2.0,-0.009361315007396183,0,0.5177582389624498,Blues
0,-0.8590009689941286,0,0,0,1.0,1.5731458751121237,1.0,-1.1069916645668152,0.7959881532945516,0,0,5.0,-1.0336083370321776,0,1.7468775721080603,Khakis
0,0.017159055330603627,0,1,0,1.0,-0.6608705116440524,0.0,-1.0631474448861564,-0.2647959410886706,1,0,4.0,-0.45667326237835404,0,-0.08105107012625072,Purples
0,-1.2267102435600599,1,1,0,1.0,0.8284737461933983,0.0,1.4135527373019767,0.7959881532945516,0,0,6.0,-0.5043502100911965,0,-1.573599243672039,Purples
1,-0.9046106987337477,0,0,0,1.0,0.8284737461933983,1.0,0.10968543157147097,-0.2647959410886706,1,0,6.0,-0.3180302018125305,0,-0.7878421384277565,Purples
0,-1.056612630104467,0,0,1,1.0,0.4561376817340356,1.0,-0.46726464104447313,-0.7951879882802817,0,0,8.0,-0.7561242716050214,0,-0.4401513750067098,Greens
0,-0.15304154324812752,0,0,0,1.0,0.4561376817340356,0.0,-1.4228693381751991,0.7959881532945516,0,0,2.0,-0.7062704513528814,0,0.13573021760258822,Greens
0,-1.0920719967839558,0,0,0,1.0,0.08380161727467292,0.0,0.6094098899771635,0.7959881532945516,0,0,1.0,-0.44602197805328386,0,-1.0889939827380413,Purples
0,-0.21775600264242798,0,0,0,0.0,1.200809810652761,0.0,-1.5225152919948786,0.26559610610294054,0,0,4.0,0.4550568216818565,1,1.997286982033062,Khakis
0,-0.4477030983974021,0,0,1,1.0,-1.033206576103415,1.0,0.3084791094417315,-0.7951879882802817,0,0,10.0,-0.7059780248527924,0,-0.9076423237515885,Greens
0,0.053634542338125375,0,1,0,0.0,-1.033206576103415,1.0,1.5660110466460864,0.26559610610294054,0,0,4.0,0.03944712636888755,0,-1.6654760775294133,Whites
0,-0.5274096469302954,0,0,0,1.0,-1.033206576103415,0.0,-0.030317133545178683,0.26559610610294054,0,0,7.0,-0.07371063618473098,0,-0.7034715818463109,Browns
0,0.21959655948344545,1,0,0,0.0,1.200809810652761,1.0,0.37025960080993275,0.7959881532945516,0,0,10.0,0.705636028982826,0,0.8566330871828411,Khakis
0,1.637323715376549,1,0,0,1.0,-0.6608705116440524,0.0,1.4843013645139491,1.326380200486163,0,1,4.0,-0.605664407571884,0,-1.6162348985993173,Browns
0,-0.8569706225408164,0,0,1,1.0,-0.6608705116440524,0.0,-0.2824213967089677,0.3059047417287652,0,0,4.0,-0.5084304731634295,0,-0.5515445297815013,Purples
0,-0.0007727843834672959,1,0,0,0.0,1.200809810652761,0.0,-1.3157499378190438,1.326380200486163,0,1,7.0,2.311967867946061,0,1.8726827792526355,Khakis
0,-0.38747546595426335,0,0,0,1.0,1.9454819395714864,1.0,-0.7931069100348249,1.326380200486163,0,1,5.0,-0.5231270820129914,1,-0.24378716146839854,Purples
1,-1.518837178053193,1,0,0,1.0,0.08380161727467292,1.0,-1.4293463251734784,0.7959881532945516,0,0,10.0,-0.6217442241282067,0,0.1396334817860717,Greens
0,1.6450497294719135,0,0,0,1.0,1.200809810652761,1.0,-1.6520550319604619,0.7959881532945516,0,0,3.0,-0.917988170679177,0,1.474850083628381,Blues
0,0.8547957040033761,0,0,0,1.0,1.5731458751121237,1.0,-0.13145777667215333,1.326380200486163,0,1,6.0,-0.7845451990906452,0,-0.6425206103657646,Greens
0,0.06373706540806182,0,0,0,1.0,0.08380161727467292,0.0,1.3004545797166405,0.7959881532945516,0,0,7.0,-1.017229380740156,1,0.2960643002164389,Khakis
0,0.018483146777666742,0,0,0,1.0,-1.033206576103415,1.0,1.2411652371939312,0.26559610610294054,0,0,7.0,-0.5886437902545001,1,-1.469712366173177,Browns
0,0.6385056027063232,1,0,0,1.0,0.8284737461933983,1.0,-1.723800118710631,1.326380200486163,0,1,1.0,-0.47935435741091825,0,-0.7327064012333346,Purples
0,-0.07943282418774435,0,0,1,0.0,0.08380161727467292,1.0,0.6228620937428202,-0.7951879882802817,0,0,7.0,2.8605238453798862,0,0.7044057840269949,Khakis
0,-0.14805905945996023,0,0,0,1.0,0.8284737461933983,1.0,1.1081378888446591,-0.2647959410886706,1,0,8.0,-0.8409275578140211,1,0.4119612213567876,Khakis
0,0.6152037932053637,0,0,0,1.0,0.4561376817340356,0.0,1.3343342040153316,-0.2647959410886706,1,0,5.0,-0.3375656726399134,1,-1.5258593201971284,Purples
0,0.6892446502598945,0,0,0,0.0,-0.6608705116440524,1.0,1.0443644784000643,-2.386364129855115,0,0,5.0,0.06191487070559888,1,-0.7506110031391469,Greys
1,1.6371976760191296,1,0,0,1.0,-0.6608705116440524,0.0,-0.04924986477091778,-0.2647959410886706,1,0,9.0,-0.7354650610595941,0,-0.6920620403868981,Greens
1,-1.0299204064601195,0,0,1,1.0,0.08380161727467292,0.0,-0.3930284054488119,-0.7951879882802817,0,0,2.0,-0.9517166893940998,0,1.3166177586517904,Khakis
0,0.6476658379156761,0,0,0,1.0,0.08380161727467292,1.0,-1.6186736374308692,0.7959881532945516,0,0,9.0,-0.7170985279382807,0,0.2537288963801975,Greens
0,-0.5075015656279076,0,1,0,0.0,-0.6608705116440524,0.0,-1.0417235648149252,-0.2647959410886706,1,0,8.0,1.860374683011608,0,1.70754467918219,Khakis
0,0.9805919956211205,0,0,0,0.0,0.4561376817340356,1.0,-1.659528478496938,0.26559610610294054,0,0,10.0,0.3387349462555125,0,2.079856032068285,Turquoises
0,-0.4912524561792494,1,0,0,1.0,-0.28853444718468974,0.0,0.6123992685917539,0.26559610610294054,0,0,3.0,-0.32579413482309805,1,-1.0907954892842642,Purples
0,1.03263264616166,0,0,0,0.0,1.9454819395714864,1.0,1.5809579397190383,1.326380200486163,0,1,4.0,2.441981605902292,1,0.12702293596251021,Turquoises
0,-0.16844496502199685,0,0,0,1.0,0.08380161727467292,0.0,0.8978849262851355,0.7959881532945516,0,0,9.0,-1.032867716332661,0,0.5386671817744748,Khakis
1,0.009745714133120956,0,0,0,0.0,-0.6608705116440524,0.0,0.14555797494655556,-0.2647959410886706,1,0,3.0,2.367134157009559,0,0.9920463292406064,Khakis
0,-1.414984917658154,0,0,0,1.0,-0.6608705116440524,1.0,-0.35516294299733375,-0.2647959410886706,1,0,6.0,-0.695828072429423,1,-0.5077078704900739,Greens
0,1.6012180248786374,0,0,0,0.0,1.5731458751121237,1.0,1.1938334091295835,0.7959881532945516,0,0,2.0,2.080102189966653,0,0.36031803369839416,Khakis
0,0.14479039662816334,0,1,0,0.0,0.8284737461933983,0.0,-0.3541664834591369,0.26559610610294054,0,0,7.0,0.3567041852223395,0,0.6926959914765447,Blues
0,1.0840485668726465,1,1,1,1.0,-0.6608705116440524,0.0,0.5137497743102711,-0.7951879882802817,0,0,2.0,-0.999904355549476,0,0.7701607729641357,Khakis
0,-1.3548474332725244,0,0,0,1.0,-0.28853444718468974,0.0,-0.4159469748273382,0.26559610610294054,0,0,2.0,-0.23140869108051068,1,-0.47107723738353885,Purples
0,1.7626957413203224,0,0,0,1.0,-0.6608705116440524,1.0,-1.5578896056008649,-2.386364129855115,0,0,3.0,-0.405077737498355,0,0.8176004453480089,Oranges
0,-0.56299002514253,0,1,0,0.0,-0.28853444718468974,0.0,0.44300114709829874,0.7959881532945516,0,0,8.0,0.14703926941309503,0,-0.9887101183316254,Whites
0,0.009745714133120956,0,1,0,1.0,1.200809810652761,1.0,-0.9630032612973785,0.26559610610294054,0,0,7.0,-0.9077781864502195,0,1.6601050067983167,Khakis
0,1.4007369635069937,0,0,0,1.0,1.5731458751121237,0.5213032581453634,-0.6242070183104683,0.7959881532945516,0,0,5.0,-0.7596556051376336,1,-0.3455722813300004,Greens
0,0.8251494688971828,0,0,1,1.0,0.08380161727467292,0.0,0.48186306908797377,-0.7951879882802817,0,0,5.0,-0.17961524981557547,0,-1.012129703432525,Purples
0,0.013728432328313908,0,1,0,0.0,0.8284737461933983,0.0,1.368712058083121,1.326380200486163,0,1,4.0,2.5832855190459934,0,0.25492990074434607,Violets
1,-0.19043530831566632,1,0,0,1.0,-0.6608705116440524,1.0,1.3861501000015648,0.7959881532945516,0,0,1.0,-0.6728344812741337,0,-1.5570854336649942,Whites
0,-0.277439449132253,0,0,1,0.0,0.4561376817340356,0.0,-1.7312735652471072,-0.7951879882802817,0,0,5.0,1.2195740606074037,0,2.123092189177638,Turquoises
0,0.5450211698899959,0,1,0,0.0,1.200809810652761,1.0,0.007209330678271025,0.26559610610294054,0,0,4.0,2.271968435922639,0,1.9342342529152559,Khakis
0,-1.1185158669417514,0,0,0,0.0,0.8284737461933983,1.0,-1.5887798512849656,0.26559610610294054,0,0,7.0,2.6481473753962868,0,2.0372203771410065,Khakis
1,-0.8283086832061543,0,0,0,1.0,0.8284737461933983,0.0,0.7055682354131542,0.26559610610294054,0,0,4.0,-1.0205893401555017,0,0.654564102914824,Khakis
1,-0.8616696172786799,0,0,0,1.0,-1.033206576103415,1.0,-0.24256301518109594,-1.855972082663504,0,0,9.0,-0.35196026231398264,0,0.024937565009871362,Reds
0,-1.6474858021368548,0,0,0,1.0,-0.28853444718468974,0.0,0.5012940300828113,-0.2647959410886706,1,0,10.0,-0.08448483750680347,1,-1.0238394959829746,Purples
1,-0.778313039906985,0,0,1,1.0,0.08380161727467292,1.0,0.11715887810794692,-0.7951879882802817,0,0,8.0,-0.39960688028318353,0,-0.792345904793314,Purples
1,1.7650037463893735,0,0,1,1.0,-1.7778787050221405,1.0,0.8505530982207877,-0.7951879882802817,0,0,2.0,-0.06253776653501485,0,-1.2343155108000332,Whites
0,-1.2458349833648314,0,0,1,1.0,-0.6608705116440524,1.0,-0.16683209027813956,-0.7951879882802817,0,0,4.0,-0.2478489474200498,1,-0.6212027829021254,Purples
0,-1.5895710323617733,0,0,0,1.0,1.5731458751121237,0.0,0.016276435710521252,1.326380200486163,0,1,10.0,-0.10888514815011978,0,-1.4709133705373254,Purples
0,1.5670797302324122,0,0,0,1.0,-1.7778787050221405,1.0,1.3542633947792675,-0.2647959410886706,1,0,5.0,-0.6500057984358247,1,-1.5378693638386152,Browns
0,-1.0884118670667768,0,0,1,1.0,0.08380161727467292,1.0,0.9506972818095656,-0.7951879882802817,0,0,8.0,-0.5230117728029172,0,-1.294665980098505,Purples
0,1.109206757132949,1,0,1,0.0,-1.7778787050221405,0.0,-0.23807894725921036,-0.7951879882802817,0,0,4.0,0.13145469025935713,0,-0.5782668768838095,Whites
0,0.4831256960008415,0,0,0,1.0,0.8284737461933983,1.0,1.0334034234798997,-0.2647959410886706,1,0,1.0,-0.7151540146365061,1,-1.3445076612106754,Greens
1,0.1664444167728573,0,0,0,1.0,-0.28853444718468974,1.0,1.3278572170170524,-0.2647959410886706,1,0,7.0,-0.7506060422420905,0,1.0762870749646953,Khakis
0,-1.4638384084315412,1,0,0,0.0,1.200809810652761,1.0,0.9188105765872682,0.7959881532945516,0,0,5.453929539295393,2.4618063725491712,0,0.5260566359509133,Khakis
0,-0.8746078523754788,0,1,0,0.0,1.9454819395714864,0.0,0.9905556633374374,1.326380200486163,0,1,3.0,1.4392602813312503,0,0.48282047884156065,Khakis
0,0.08467508927486044,0,0,0,1.0,1.9454819395714864,0.0,1.0139724624850621,1.326380200486163,0,1,10.0,-0.5054114682427806,1,-1.3327978686602258,Purples
0,-1.5378728240482853,0,0,0,0.0,0.08380161727467292,0.0,-0.8778059707815525,-0.2647959410886706,1,0,3.0,0.08041570716838448,1,1.6087620702309609,Turquoises
